"Buck                          "|"Rose                "|"Mrs.      "|f|12894|15
"Buckley                       "|"Charles             "|"Dr.       "|t|17491|16
"Burch                         "|"Diana               "|"Mrs.      "|t|115522|16
"Burdette                      "|"Ronald              "|"Mr.       "|f|118097|16
"Burgess                       "|"Clark               "|"Dr.       "|t|124990|16
"Burris                        "|"Fred                "|"Mr.       "|f|234453|15
"Burrow                        "|"Mark                "|"Mr.       "|t|207170|16
"Burton                        "|"Leila               "|"Mrs.      "|t|144783|15
"Burton                        "|"Stephen             "|"Sir       "|f|19037|15
"Busby                         "|"Joanna              "|"Mrs.      "|t|152397|15
"Butcher                       "|"Francine            "|"Mrs.      "|t|112093|16
"Butcher                       "|"Thomas              "|"Mr.       "|t|213918|16
"Butler                        "|"Amos                "|"Dr.       "|t|7184|16
"Butler                        "|"Nicole              "|"Dr.       "|f|214214|16
"Byers                         "|"Kenneth             "|"Mr.       "|f|130493|15
"Byrd                          "|"Jose                "|"Dr.       "|t|144511|15
"Byrd                          "|"Matt                "|"Dr.       "|t|198852|16
"Byrd                          "|"Stephanie           "|"Miss      "|t|24803|15
"Byrd                          "|"Wanda               "|"Ms.       "|f|155385|15
"Cabrera                       "|"Jaqueline           "|"Mrs.      "|f|81629|15
"Calabrese                     "|"Tyler               "|"Mr.       "|t|38598|15
"Calderon                      "|"Frederick           "|"Sir       "|t|44973|15
"Callahan                      "|"Kenneth             "|"Mr.       "|f|110667|16
"Camp                          "|"Mildred             "|"Miss      "|f|180822|15
"Camp                          "|"Raeann              "|"Mrs.      "|f|34312|15
"Campbell                      "|"Gordon              "|"Mr.       "|f|196090|16
"Campbell                      "|"William             "|"Mr.       "|t|95665|16
"Cannon                        "|"Marie               "|"Ms.       "|f|42468|15
"Cantrell                      "|"Olive               "|"Ms.       "|f|49598|15
"Carlson                       "|"Gwendolyn           "|"Dr.       "|f|88472|16
"Carney                        "|"Beatrice            "|"Dr.       "|f|71403|15
"Carpenter                     "|"Joseph              "|"Dr.       "|t|230690|16
"Carpenter                     "|"Stephen             "|"Mr.       "|f|174519|16
"Carroll                       "|"Frederick           "|"Mr.       "|f|56635|16
"Carroll                       "|"Pam                 "|"Ms.       "|f|54536|16
"Carson                        "|"Angel               "|"Mrs.      "|t|94684|15
"Carter                        "|"Cecil               "|"Dr.       "|f|34336|16
"Carter                        "|"Charlie             "|"Mr.       "|t|34411|15
"Carter                        "|"Eddie               "|"Dr.       "|f|226103|16
"Carter                        "|"Johnny              "|"Dr.       "|t|95699|15
"Carter                        "|"Olga                "|"Mrs.      "|t|84776|16
"Carter                        "|"Raul                "|"Sir       "|t|118885|15
"Casey                         "|"Darrell             "|"Sir       "|t|181470|15
"Casper                        "|"Diana               "|"Ms.       "|t|195359|15
"Castro                        "|"Sandra              "|"Ms.       "|t|87567|15
"Caudill                       "|"Alexander           "|"Dr.       "|f|93799|15
"Cavazos                       "|"Louise              "|"Ms.       "|t|213729|16
"Cazares                       "|"Carolyn             "|"Miss      "|t|123563|15
"Chacon                        "|"Cathy               "|"Miss      "|f|81284|15
"Chandler                      "|"Lisa                "|"Dr.       "|f|102461|16
"Chang                         "|"Bradley             "|"Sir       "|t|53396|15
"Chang                         "|"Erik                "|"Sir       "|f|140138|15
"Chappell                      "|"Phylicia            "|"Mrs.      "|f|76300|15
"Chase                         "|"Daniel              "|"Dr.       "|f|129179|16
"Chavez                        "|"Richard             "|"Dr.       "|f|150254|15
"Chavez                        "|"William             "|"Mr.       "|f|10161|15
"Cheek                         "|"Rebecca             "|"Mrs.      "|f|82193|16
"Chen                          "|"Brett               "|"Mr.       "|f|7880|16
"Chesser                       "|"Constance           "|"Dr.       "|f|47117|15
"Chew                          "|"James               "|"Mr.       "|t|198970|15
"Choate                        "|"Miguel              "|"Dr.       "|t|69710|15
"Christenson                   "|"Allison             "|"Miss      "|f|152842|16
"Christenson                   "|"Steven              "|"Mr.       "|t|156157|16
"Clark                         "|"Charles             "|"Dr.       "|f|194512|15
"Clark                         "|"Elisa               "|"Mrs.      "|f|234445|16
"Clark                         "|"Elizabeth           "|"Dr.       "|t|58831|15
"Clark                         "|"Johnny              "|"Mr.       "|t|199581|15
"Clark                         "|"Meredith            "|"Dr.       "|t|229216|16
"Clark                         "|"Rosemary            "|"Miss      "|f|31542|16
"Clark                         "|"Virginia            "|"Dr.       "|f|19566|15
"Clarke                        "|"Bernard             "|"Dr.       "|f|37443|16
"Clayton                       "|"Michael             "|"Mr.       "|f|69714|16
"Clemente                      "|"Patrick             "|"Sir       "|t|179702|16
"Clifford                      "|"Bessie              "|"Dr.       "|t|61376|16
"Clifford                      "|"John                "|"Sir       "|f|12960|16
"Cochran                       "|"Dennis              "|"Sir       "|t|94375|16
"Coffin                        "|"Mark                "|"Dr.       "|f|27946|15
"Coker                         "|"John                "|"Mr.       "|t|2730|15
"Cole                          "|"Amanda              "|"Dr.       "|t|92994|15
"Cole                          "|"Breanna             "|"Miss      "|t|75540|15
"Cole                          "|"Gretchen            "|"Dr.       "|t|191039|16
"Cole                          "|"June                "|"Miss      "|t|206225|16
"Cole                          "|"Melanie             "|"Mrs.      "|f|208547|16
"Coleman                       "|"Evan                "|"Dr.       "|f|139495|16
"Coleman                       "|"Nancy               "|"Ms.       "|t|39446|16
"Collier                       "|"Charles             "|"Mr.       "|t|179488|16
"Collier                       "|"Karen               "|"Ms.       "|f|58723|15
"Collins                       "|"Marguerite          "|"Mrs.      "|f|202352|16
"Collins                       "|"Patsy               "|"Ms.       "|f|13775|16
"Collins                       "|"Sybil               "|"Mrs.      "|t|229477|15
"Colson                        "|"Darcy               "|"Miss      "|f|18961|15
"Connelly                      "|"George              "|"Dr.       "|f|134321|16
"Conner                        "|"Sondra              "|"Miss      "|f|191684|16
"Connor                        "|"Juan                "|"Mr.       "|t|198667|16
"Conrad                        "|"Jason               "|"Mr.       "|t|166289|15
"Conti                         "|"Patsy               "|"Mrs.      "|t|32663|15
"Cook                          "|"John                "|"Mr.       "|t|237195|16
"Cook                          "|"Tom                 "|"Sir       "|t|81755|16
"Cope                          "|"Felicia             "|"Dr.       "|t|195003|16
"Cordero                       "|"Dwight              "|"Sir       "|f|147038|16
"Corwin                        "|"Rene                "|"Sir       "|f|98796|16
"Cota                          "|"Jorge               "|"Mr.       "|t|3324|16
"Coughlin                      "|"Valerie             "|"Ms.       "|f|161399|16
"Coulter                       "|"Chase               "|"Dr.       "|t|5580|16
"Courtney                      "|"Deena               "|"Miss      "|t|171527|16
"Craig                         "|"Laura               "|"Dr.       "|f|122020|15
"Craig                         "|"William             "|"Dr.       "|f|168129|15
"Crane                         "|"Robert              "|"Dr.       "|f|173600|15
"Crawford                      "|"James               "|"Sir       "|f|54984|15
"Crouch                        "|"Roberto             "|"Dr.       "|t|160826|16
"Crum                          "|"Jose                "|"Mr.       "|t|227195|16
"Cruz                          "|"Donna               "|"Ms.       "|t|180864|15
"Cruz                          "|"Tamara              "|"Ms.       "|f|112086|16
"Cunningham                    "|"Zachary             "|"Dr.       "|t|209107|15
"Daley                         "|"Toby                "|"Dr.       "|f|121408|15
"Dalton                        "|"Dorthea             "|"Dr.       "|f|37698|15
"Dancy                         "|"Johnnie             "|"Mr.       "|t|191969|15
"Danforth                      "|"Robert              "|"Mr.       "|t|21725|15
"Darnell                       "|"Angela              "|"Miss      "|t|131692|15
"David                         "|"Timothy             "|"Mr.       "|t|20342|16
"Davies                        "|"Ruben               "|"Sir       "|f|232060|15
"Davis                         "|"Anh                 "|"Ms.       "|t|19350|15
"Davis                         "|"Donald              "|"Dr.       "|f|50931|16
"Davis                         "|"Donya               "|"Miss      "|t|31118|15
"Davis                         "|"Jess                "|"Sir       "|f|197947|15
"Davis                         "|"Maegan              "|"Miss      "|f|59792|15
"Davis                         "|"Ronald              "|"Sir       "|f|213719|16
"Davis                         "|"Sandra              "|"Ms.       "|f|141249|15
"Davis                         "|"Vickie              "|"Miss      "|f|35264|15
"Davison                       "|"Jeffrey             "|"Mr.       "|f|81413|16
"Day                           "|"Arturo              "|"Mr.       "|f|25501|16
"Dean                          "|"Latonya             "|"Dr.       "|f|45372|16
"Dejesus                       "|"Lorena              "|"Dr.       "|t|157934|16
"Delacruz                      "|"Brenton             "|"Mr.       "|t|96016|15
"Delagarza                     "|"John                "|"Mr.       "|t|62980|15
"Deleon                        "|"Raul                "|"Mr.       "|t|103036|15
"Delgado                       "|"Marilyn             "|"Ms.       "|t|201044|15
"Dell                          "|"Mae                 "|"Ms.       "|t|159707|15
"Delong                        "|"Marybelle           "|"Mrs.      "|f|17565|15
"Dempsey                       "|"Kristy              "|"Mrs.      "|f|148060|16
"Dennis                        "|"Kay                 "|"Ms.       "|t|202260|15
"Dennis                        "|"Lee                 "|"Sir       "|t|119489|15
"Dennis                        "|"Timothy             "|"Dr.       "|t|95195|16
"Diaz                          "|"Brian               "|"Mr.       "|f|73210|16
"Diaz                          "|"David               "|"Sir       "|f|222004|15
"Dickerson                     "|"Bessie              "|"Mrs.      "|t|196201|16
"Dietrich                      "|"Tammy               "|"Dr.       "|t|114650|16
"Dietz                         "|"Carla               "|"Ms.       "|t|104856|16
"Dobbs                         "|"Frank               "|"Mr.       "|t|41907|15
"Dorman                        "|"Ana                 "|"Ms.       "|f|45727|15
"Dorsey                        "|"Lisa                "|"Dr.       "|t|5587|16
"Dorsey                        "|"Melvin              "|"Mr.       "|t|231758|15
"Douglas                       "|"Wm                  "|"Dr.       "|f|112385|15
"Dowell                        "|"David               "|"Mr.       "|f|21943|15
"Downey                        "|"Larry               "|"Dr.       "|t|79174|15
"Dube                          "|"Ray                 "|"Mr.       "|f|233056|16
"Dubose                        "|"Timothy             "|"Sir       "|f|207936|16
"Dumas                         "|"Sheila              "|"Ms.       "|t|138999|15
"Dumont                        "|"Jason               "|"Dr.       "|f|6941|16
"Dunbar                        "|"Marian              "|"Mrs.      "|f|149153|16
"Duncan                        "|"Gerald              "|"Dr.       "|t|162738|15
"Dunn                          "|"Stephen             "|"Sir       "|t|32455|15
"Durham                        "|"Evelyn              "|"Mrs.      "|t|38485|15
"Eason                         "|"Mario               "|"Sir       "|t|174089|16
"Easton                        "|"Christopher         "|"Sir       "|f|10691|15
"Edgar                         "|"Lisa                "|"Mrs.      "|t|37606|15
"Edwards                       "|"Anthony             "|"Ms.       "|f|31471|16
"Edwards                       "|"Susan               "|"Dr.       "|f|163532|15
"Egan                          "|"Charles             "|"Dr.       "|t|57911|15
"Elliot                        "|"Mark                "|"Mr.       "|f|35782|16
"Emerson                       "|"Melissa             "|"Mrs.      "|f|156199|16
"Epps                          "|"William             "|"Mr.       "|t|43680|16
"Erdmann                       "|"Peggy               "|"Miss      "|t|75589|15
"Ervin                         "|"Edna                "|"Miss      "|t|24782|15
"Esquivel                      "|"Hee                 "|"Mrs.      "|t|42741|15
"Estes                         "|"Elizabeth           "|"Mrs.      "|f|176718|15
"Evans                         "|"April               "|"Dr.       "|t|41310|15
"Faison                        "|"Roy                 "|"Sir       "|f|147757|15
"Farnsworth                    "|"Danny               "|"Mr.       "|f|29979|16
"Farris                        "|"James               "|"Sir       "|f|239456|15
"Faulkner                      "|"Brian               "|"Mr.       "|f|142478|16
"Ferrell                       "|"Roy                 "|"Mr.       "|f|139997|15
"Ferrer                        "|"Angel               "|"Ms.       "|f|90524|15
"Ferris                        "|"William             "|"Sir       "|t|12536|16
"Fields                        "|"Philomena           "|"Dr.       "|t|217374|16
"Fife                          "|"Terry               "|"Dr.       "|t|81012|16
"Finn                          "|"Margaret            "|"Dr.       "|f|207070|15
"Fisher                        "|"Christopher         "|"Sir       "|f|45467|16
"Fitzgerald                    "|"Thomas              "|"Mr.       "|f|2698|16
"Fletcher                      "|"Russell             "|"Sir       "|f|42951|15
"Flores                        "|"Elizabeth           "|"Ms.       "|t|214688|16
"Flowers                       "|"Ed                  "|"Dr.       "|t|47211|15
"Floyd                         "|"Lillian             "|"Dr.       "|t|84374|16
"Flynn                         "|"Rhonda              "|"Miss      "|f|96322|16
"Forbes                        "|"Robert              "|"Mr.       "|f|175736|16
"Ford                          "|"Rebecca             "|"Ms.       "|t|133323|15
"Forney                        "|"Christopher         "|"Sir       "|t|175230|15
"Forrest                       "|"Nicholas            "|"Mr.       "|f|230893|16
"Foster                        "|"Bruce               "|"Dr.       "|t|194973|15
"France                        "|"Laquita             "|"Miss      "|f|40123|15
"Franklin                      "|"Dorothy             "|"Miss      "|f|210152|15
"Franklin                      "|"Eileen              "|"Miss      "|f|88556|15
"Franklin                      "|"Judy                "|"Ms.       "|t|27813|15
"Freeman                       "|"Rayford             "|"Dr.       "|t|36115|16
"Freeman                       "|"Regine              "|"Mrs.      "|f|175123|15
"Friedman                      "|"Sandra              "|"Mrs.      "|f|25740|16
"Fulton                        "|"Michelle            "|"Dr.       "|f|128485|15
"Fuqua                         "|"Harvey              "|"Mr.       "|t|130609|16
"Galindo                       "|"Karen               "|"Dr.       "|t|100437|15
"Gallagher                     "|"Araceli             "|"Miss      "|f|20189|15
"Galloway                      "|"Betty               "|"Mrs.      "|f|10097|15
"Galvin                        "|"Josephine           "|"Dr.       "|t|235213|16
"Gamboa                        "|"Evelyn              "|"Mrs.      "|f|41692|15
"Gant                          "|"Paul                "|"Sir       "|f|153955|15
"Garcia                        "|"Dalton              "|"Mr.       "|f|82145|15
"Garcia                        "|"Kenny               "|"Dr.       "|t|197122|16
"Garcia                        "|"Marie               "|"Ms.       "|f|224067|16
"Garcia                        "|"Vera                "|"Dr.       "|t|227613|15
"Gardner                       "|"Wanda               "|"Ms.       "|t|182977|15
"Garland                       "|"Delia               "|"Mrs.      "|f|175939|16
"Garmon                        "|"Ann                 "|"Dr.       "|t|150709|15
"Garrison                      "|"Robert              "|"Sir       "|t|40421|16
"Garvey                        "|"Francisco           "|"Sir       "|t|53170|15
"Garza                         "|"William             "|"Sir       "|f|43273|16
"Gee                           "|"Laura               "|"Mrs.      "|t|99478|16
"German                        "|"Katie               "|"Dr.       "|t|33536|16
"Gibbons                       "|"Christopher         "|"Sir       "|t|237265|16
"Gibbons                       "|"Vivian              "|"Mrs.      "|f|95173|16
"Gibson                        "|"Agnes               "|"Miss      "|f|228161|15
"Gifford                       "|"Cathy               "|"Ms.       "|t|188658|15
"Gil                           "|"Yvette              "|"Mrs.      "|t|86699|16
"Gilbert                       "|"Susan               "|"Miss      "|f|146557|16
"Gilbreath                     "|"Andrea              "|"Mrs.      "|f|209039|15
"Gill                          "|"Jonathan            "|"Dr.       "|t|99430|15
"Gill                          "|"Joshua              "|"Sir       "|f|230910|16
"Gilmore                       "|"Dan                 "|"Sir       "|t|136077|15
"Glass                         "|"Jorge               "|"Sir       "|t|137536|15
"Godwin                        "|"Sharon              "|"Ms.       "|t|220509|16
"Gold                          "|"Christy             "|"Mrs.      "|t|186177|15
"Gomez                         "|"Amanda              "|"Mrs.      "|f|22490|16
"Gomez                         "|"Brandon             "|"Sir       "|f|160457|15
"Gomez                         "|"Brenda              "|"Ms.       "|f|28540|15
"Gomez                         "|"Michael             "|"Mr.       "|t|56790|15
"Gonzales                      "|"Cindy               "|"Dr.       "|t|96495|15
"Gonzales                      "|"Edgar               "|"Sir       "|t|153714|16
"Gonzalez                      "|"Ruby                "|"Mrs.      "|f|228694|15
"Goodson                       "|"Mona                "|"Ms.       "|f|34700|16
"Goodwin                       "|"Fred                "|"Mr.       "|f|93828|16
"Gordon                        "|"Larry               "|"Sir       "|f|99782|16
"Gordon                        "|"Roger               "|"Sir       "|f|88367|15
"Gorham                        "|"Jason               "|"Mr.       "|t|68420|15
"Graf                          "|"Ann                 "|"Dr.       "|f|6832|15
"Graham                        "|"Brian               "|"Mr.       "|t|13629|16
"Graham                        "|"Jerry               "|"Sir       "|f|152656|16
"Graham                        "|"Tandra              "|"Mrs.      "|f|103566|16
"Graves                        "|"Arlette             "|"Dr.       "|f|91221|15
"Gray                          "|"Cole                "|"Mr.       "|t|30280|16
"Gray                          "|"Jeffery             "|"Mr.       "|t|154258|15
"Gray                          "|"Marshall            "|"Dr.       "|t|138913|16
"Grayson                       "|"Carolyn             "|"Mrs.      "|f|69374|16
"Grayson                       "|"Terry               "|"Mr.       "|f|130480|16
"Green                         "|"Cynthia             "|"Mrs.      "|f|141374|16
"Green                         "|"Michael             "|"Dr.       "|t|143191|16
"Green                         "|"Robert              "|"Mr.       "|t|73965|16
"Greene                        "|"Anthony             "|"Dr.       "|f|180676|16
"Greene                        "|"Douglas             "|"Dr.       "|t|124722|15
"Greene                        "|"William             "|"Mr.       "|f|227237|15
"Greene                        "|"Willie              "|"Sir       "|f|85413|15
"Griffin                       "|"Martha              "|"Dr.       "|t|82841|16
"Griffin                       "|"Ruth                "|"Mrs.      "|t|168014|15
"Grove                         "|"Manuela             "|"Mrs.      "|t|101606|15
"Grubbs                        "|"Florence            "|"Mrs.      "|t|47930|16
"Guerra                        "|"Christine           "|"Mrs.      "|f|111779|15
"Gulley                        "|"Daniel              "|"Sir       "|f|37484|16
"Guthrie                       "|"Geraldine           "|"Dr.       "|t|167351|15
"Gutierrez                     "|"Ashley              "|"Dr.       "|f|209948|16
"Guzman                        "|"Mason               "|"Mr.       "|f|235019|16
"Halcomb                       "|"June                "|"Miss      "|t|123082|15
"Haley                         "|"Henry               "|"Sir       "|f|141619|16
"Hall                          "|"Roger               "|"Mr.       "|t|136216|15
"Hamilton                      "|"Alex                "|"Mrs.      "|f|23084|16
"Hammonds                      "|"Richelle            "|"Dr.       "|f|135423|16
"Hammonds                      "|"Wendy               "|"Miss      "|f|107817|15
"Hampton                       "|"Joann               "|"Ms.       "|f|11567|15
"Handy                         "|"John                "|"Mr.       "|f|50651|16
"Haney                         "|"Derek               "|"Dr.       "|f|168613|15
"Hardy                         "|"Inez                "|"Ms.       "|f|104878|16
"Harris                        "|"Charles             "|"Dr.       "|f|61618|16
"Harris                        "|"David               "|"Sir       "|f|99106|15
"Harris                        "|"Ezekiel             "|"Sir       "|f|142043|16
"Harris                        "|"Karmen              "|"Ms.       "|t|73434|16
"Harris                        "|"Kisha               "|"Mrs.      "|t|101950|16
"Harris                        "|"Michael             "|"Mr.       "|t|188087|15
"Harris                        "|"Sam                 "|"Sir       "|f|61242|16
"Harrison                      "|"Francisco           "|"Mr.       "|f|168992|15
"Harrison                      "|"Holly               "|"Mrs.      "|f|197654|16
"Harrison                      "|"Jennifer            "|"Ms.       "|f|63097|16
"Harrison                      "|"Michal              "|"Mr.       "|t|209687|15
"Harrison                      "|"Qiana               "|"Dr.       "|f|10522|15
"Hart                          "|"Carroll             "|"Mr.       "|t|165744|16
"Hart                          "|"Dorothy             "|"Mrs.      "|f|218972|16
"Harwood                       "|"James               "|"Mr.       "|t|197429|16
"Haskins                       "|"Ranee               "|"Miss      "|f|98557|15
"Hawkins                       "|"Clyde               "|"Dr.       "|t|236510|16
"Hawkins                       "|"Nicholas            "|"Dr.       "|f|119749|15
"Hayes                         "|"Elizabeth           "|"Mrs.      "|f|213826|15
"Hayes                         "|"Johnnie             "|"Sir       "|f|57732|16
"Hayes                         "|"William             "|"Sir       "|t|223946|16
"Haynes                        "|"Jennifer            "|"Dr.       "|t|203136|16
"Haywood                       "|"Judy                "|"Mrs.      "|f|167146|15
"Healey                        "|"Lula                "|"Miss      "|f|83588|15
"Hebert                        "|"Barbara             "|"Dr.       "|t|90396|16
"Hebert                        "|"Celestina           "|"Dr.       "|f|17216|15
"Helm                          "|"Ann                 "|"Ms.       "|f|167830|15
"Hendrix                       "|"Elizabeth           "|"Mrs.      "|t|212738|15
"Hernandez                     "|"Ernest              "|"Sir       "|f|148695|16
"Hernandez                     "|"Kyle                "|"Dr.       "|t|59668|16
"Hernandez                     "|"Melonie             "|"Dr.       "|f|120302|15
"Hernandez                     "|"Paul                "|"Dr.       "|f|190691|16
"Hernandez                     "|"Robert              "|"Sir       "|t|105497|15
"Hernandez                     "|"Sandra              "|"Dr.       "|t|14252|16
"Herring                       "|"Helen               "|"Miss      "|f|144527|15
"Herring                       "|"Karen               "|"Miss      "|t|235287|16
