prev_year|year_|i_brand_id|i_class_id|i_category_id|i_manufact_id|prev_yr_cnt|curr_yr_cnt|sales_cnt_diff|sales_amt_diff
2001|2002|9011008|11|9|77|5858|4602|-1256|-904.59
2001|2002|6015001|15|9|543|5454|4230|-1224|-791.18
2001|2002|4002001|2|9|891|6346|5133|-1213|-887.21
2001|2002|1004001|4|9|286|5845|4635|-1210|-525.04
2001|2002|10005001|5|9|65|6039|4830|-1209|-568.90
2001|2002|9010004|3|9|948|5464|4263|-1201|-1091.92
2001|2002|2001001|1|9|53|6262|5074|-1188|112.97
2001|2002|9005002|5|9|226|7002|5822|-1180|-934.93
2001|2002|9008002|8|9|539|6507|5327|-1180|-724.79
2001|2002|9002004|2|9|578|6165|4992|-1173|-505.09
2001|2002|9010008|10|9|317|6095|4923|-1172|-559.87
2001|2002|5002001|2|9|230|6769|5604|-1165|-766.01
2001|2002|9007010|7|9|31|5822|4665|-1157|-773.75
2001|2002|9006004|6|9|620|5365|4240|-1125|-594.37
2001|2002|9014010|2|9|727|6489|5365|-1124|-105.93
2001|2002|9015002|15|9|303|6348|5225|-1123|-452.49
2001|2002|9012008|12|9|879|5962|4842|-1120|-124.14
2001|2002|9010002|10|9|242|5804|4700|-1104|-222.72
2001|2002|9007008|7|9|122|6164|5065|-1099|-402.49
2001|2002|6013005|12|9|513|5326|4228|-1098|-795.36
2001|2002|7004003|10|9|274|5801|4706|-1095|-236.68
2001|2002|9010004|10|9|110|5345|4252|-1093|-1022.21
2001|2002|7014009|1|9|270|5944|4858|-1086|-241.39
2001|2002|9012008|12|9|583|5594|4514|-1080|-316.00
2001|2002|9004002|4|9|515|5474|4408|-1066|-525.33
2001|2002|9013008|13|9|383|5939|4884|-1055|-462.28
2001|2002|9005002|5|9|498|6118|5072|-1046|328.82
2001|2002|9012008|12|9|377|5756|4714|-1042|-698.25
2001|2002|9001002|1|9|812|6170|5130|-1040|-1133.77
2001|2002|9007004|7|9|968|6288|5255|-1033|-485.53
2001|2002|10011013|11|9|123|5584|4568|-1016|-917.21
2001|2002|9007002|7|9|207|7306|6295|-1011|-40.37
2001|2002|9010008|10|9|9|5778|4770|-1008|-263.27
2001|2002|7004005|4|9|156|6241|5239|-1002|453.39
2001|2002|9008010|2|9|954|6021|5030|-991|-164.44
2001|2002|9004008|4|9|256|5853|4873|-980|-204.70
2001|2002|9014004|6|9|313|5400|4438|-962|-430.79
2001|2002|9013002|13|9|76|5338|4386|-952|-726.92
2001|2002|9015003|15|9|278|5336|4395|-941|-855.55
2001|2002|2002001|2|9|425|6005|5095|-910|-633.38
2001|2002|9005002|5|9|35|6016|5112|-904|-280.46
2001|2002|9003002|3|9|331|5892|4988|-904|-120.33
2001|2002|2004001|4|9|178|5734|4841|-893|-146.77
2001|2002|9013010|13|9|288|5726|4837|-889|-870.59
2001|2002|9004002|4|9|253|5661|4775|-886|-64.29
2001|2002|9012004|8|9|306|5834|4950|-884|-528.32
2001|2002|8013001|13|9|17|5550|4667|-883|-184.60
2001|2002|9007002|7|9|306|5908|5029|-879|-315.42
2001|2002|9010010|10|9|352|6492|5618|-874|-445.61
2001|2002|9001010|1|9|961|5712|4842|-870|354.36
2001|2002|9008008|8|9|1|5232|4369|-863|-725.96
2001|2002|4001001|15|9|42|5591|4729|-862|-401.54
2001|2002|9009004|12|9|755|5797|4935|-862|287.53
2001|2002|10002014|1|9|12|5454|4597|-857|-1203.26
2001|2002|9006008|6|9|156|6168|5315|-853|-372.94
2001|2002|6001007|8|9|278|5007|4170|-837|-440.86
2001|2002|9008008|8|9|322|5081|4245|-836|-514.34
2001|2002|9004012|4|9|621|6147|5311|-836|66.04
2001|2002|8007009|9|9|322|5658|4829|-829|-523.39
2001|2002|9015002|15|9|531|5883|5054|-829|-494.54
2001|2002|7009001|9|9|192|6554|5731|-823|-556.56
2001|2002|9015002|15|9|979|5390|4573|-817|-355.73
2001|2002|9007008|7|9|492|5089|4272|-817|-295.71
2001|2002|9004002|4|9|621|5715|4901|-814|-274.76
2001|2002|9012002|12|9|552|5763|4953|-810|-343.38
