city_id|city|country_id|last_update
128|Crdoba|6|2006-02-15 04:45:25
129|Cuauhtmoc|60|2006-02-15 04:45:25
130|Cuautla|60|2006-02-15 04:45:25
131|Cuernavaca|60|2006-02-15 04:45:25
132|Cuman|104|2006-02-15 04:45:25
133|Czestochowa|76|2006-02-15 04:45:25
134|Dadu|72|2006-02-15 04:45:25
135|Dallas|103|2006-02-15 04:45:25
136|Datong|23|2006-02-15 04:45:25
137|Daugavpils|54|2006-02-15 04:45:25
138|Davao|75|2006-02-15 04:45:25
139|Daxian|23|2006-02-15 04:45:25
140|Dayton|103|2006-02-15 04:45:25
141|Deba Habe|69|2006-02-15 04:45:25
142|Denizli|97|2006-02-15 04:45:25
143|Dhaka|12|2006-02-15 04:45:25
144|Dhule (Dhulia)|44|2006-02-15 04:45:25
145|Dongying|23|2006-02-15 04:45:25
146|Donostia-San Sebastin|87|2006-02-15 04:45:25
147|Dos Quebradas|24|2006-02-15 04:45:25
148|Duisburg|38|2006-02-15 04:45:25
149|Dundee|102|2006-02-15 04:45:25
150|Dzerzinsk|80|2006-02-15 04:45:25
151|Ede|67|2006-02-15 04:45:25
152|Effon-Alaiye|69|2006-02-15 04:45:25
153|El Alto|14|2006-02-15 04:45:25
154|El Fuerte|60|2006-02-15 04:45:25
155|El Monte|103|2006-02-15 04:45:25
156|Elista|80|2006-02-15 04:45:25
157|Emeishan|23|2006-02-15 04:45:25
158|Emmen|67|2006-02-15 04:45:25
159|Enshi|23|2006-02-15 04:45:25
160|Erlangen|38|2006-02-15 04:45:25
161|Escobar|6|2006-02-15 04:45:25
162|Esfahan|46|2006-02-15 04:45:25
163|Eskisehir|97|2006-02-15 04:45:25
164|Etawah|44|2006-02-15 04:45:25
165|Ezeiza|6|2006-02-15 04:45:25
166|Ezhou|23|2006-02-15 04:45:25
167|Faaa|36|2006-02-15 04:45:25
168|Fengshan|92|2006-02-15 04:45:25
169|Firozabad|44|2006-02-15 04:45:25
170|Florencia|24|2006-02-15 04:45:25
171|Fontana|103|2006-02-15 04:45:25
172|Fukuyama|50|2006-02-15 04:45:25
173|Funafuti|99|2006-02-15 04:45:25
174|Fuyu|23|2006-02-15 04:45:25
175|Fuzhou|23|2006-02-15 04:45:25
176|Gandhinagar|44|2006-02-15 04:45:25
177|Garden Grove|103|2006-02-15 04:45:25
178|Garland|103|2006-02-15 04:45:25
179|Gatineau|20|2006-02-15 04:45:25
180|Gaziantep|97|2006-02-15 04:45:25
181|Gijn|87|2006-02-15 04:45:25
182|Gingoog|75|2006-02-15 04:45:25
183|Goinia|15|2006-02-15 04:45:25
184|Gorontalo|45|2006-02-15 04:45:25
185|Grand Prairie|103|2006-02-15 04:45:25
186|Graz|9|2006-02-15 04:45:25
187|Greensboro|103|2006-02-15 04:45:25
188|Guadalajara|60|2006-02-15 04:45:25
189|Guaruj|15|2006-02-15 04:45:25
190|guas Lindas de Gois|15|2006-02-15 04:45:25
191|Gulbarga|44|2006-02-15 04:45:25
192|Hagonoy|75|2006-02-15 04:45:25
193|Haining|23|2006-02-15 04:45:25
194|Haiphong|105|2006-02-15 04:45:25
195|Haldia|44|2006-02-15 04:45:25
196|Halifax|20|2006-02-15 04:45:25
197|Halisahar|44|2006-02-15 04:45:25
198|Halle/Saale|38|2006-02-15 04:45:25
199|Hami|23|2006-02-15 04:45:25
200|Hamilton|68|2006-02-15 04:45:25
201|Hanoi|105|2006-02-15 04:45:25
202|Hidalgo|60|2006-02-15 04:45:25
203|Higashiosaka|50|2006-02-15 04:45:25
204|Hino|50|2006-02-15 04:45:25
205|Hiroshima|50|2006-02-15 04:45:25
206|Hodeida|107|2006-02-15 04:45:25
207|Hohhot|23|2006-02-15 04:45:25
208|Hoshiarpur|44|2006-02-15 04:45:25
209|Hsichuh|92|2006-02-15 04:45:25
210|Huaian|23|2006-02-15 04:45:25
211|Hubli-Dharwad|44|2006-02-15 04:45:25
212|Huejutla de Reyes|60|2006-02-15 04:45:25
213|Huixquilucan|60|2006-02-15 04:45:25
214|Hunuco|74|2006-02-15 04:45:25
215|Ibirit|15|2006-02-15 04:45:25
216|Idfu|29|2006-02-15 04:45:25
217|Ife|69|2006-02-15 04:45:25
218|Ikerre|69|2006-02-15 04:45:25
219|Iligan|75|2006-02-15 04:45:25
220|Ilorin|69|2006-02-15 04:45:25
221|Imus|75|2006-02-15 04:45:25
222|Inegl|97|2006-02-15 04:45:25
223|Ipoh|59|2006-02-15 04:45:25
224|Isesaki|50|2006-02-15 04:45:25
225|Ivanovo|80|2006-02-15 04:45:25
226|Iwaki|50|2006-02-15 04:45:25
227|Iwakuni|50|2006-02-15 04:45:25
228|Iwatsuki|50|2006-02-15 04:45:25
229|Izumisano|50|2006-02-15 04:45:25
230|Jaffna|88|2006-02-15 04:45:25
231|Jaipur|44|2006-02-15 04:45:25
232|Jakarta|45|2006-02-15 04:45:25
233|Jalib al-Shuyukh|53|2006-02-15 04:45:25
234|Jamalpur|12|2006-02-15 04:45:25
235|Jaroslavl|80|2006-02-15 04:45:25
236|Jastrzebie-Zdrj|76|2006-02-15 04:45:25
237|Jedda|82|2006-02-15 04:45:25
238|Jelets|80|2006-02-15 04:45:25
239|Jhansi|44|2006-02-15 04:45:25
240|Jinchang|23|2006-02-15 04:45:25
241|Jining|23|2006-02-15 04:45:25
242|Jinzhou|23|2006-02-15 04:45:25
243|Jodhpur|44|2006-02-15 04:45:25
244|Johannesburg|85|2006-02-15 04:45:25
245|Joliet|103|2006-02-15 04:45:25
246|Jos Azueta|60|2006-02-15 04:45:25
247|Juazeiro do Norte|15|2006-02-15 04:45:25
248|Juiz de Fora|15|2006-02-15 04:45:25
249|Junan|23|2006-02-15 04:45:25
250|Jurez|60|2006-02-15 04:45:25
251|Kabul|1|2006-02-15 04:45:25
252|Kaduna|69|2006-02-15 04:45:25
253|Kakamigahara|50|2006-02-15 04:45:25
254|Kaliningrad|80|2006-02-15 04:45:25
255|Kalisz|76|2006-02-15 04:45:25
256|Kamakura|50|2006-02-15 04:45:25
257|Kamarhati|44|2006-02-15 04:45:25
258|Kamjanets-Podilskyi|100|2006-02-15 04:45:25
259|Kamyin|80|2006-02-15 04:45:25
260|Kanazawa|50|2006-02-15 04:45:25
261|Kanchrapara|44|2006-02-15 04:45:25
262|Kansas City|103|2006-02-15 04:45:25
263|Karnal|44|2006-02-15 04:45:25
264|Katihar|44|2006-02-15 04:45:25
265|Kermanshah|46|2006-02-15 04:45:25
266|Kilis|97|2006-02-15 04:45:25
267|Kimberley|85|2006-02-15 04:45:25
268|Kimchon|86|2006-02-15 04:45:25
269|Kingstown|81|2006-02-15 04:45:25
270|Kirovo-Tepetsk|80|2006-02-15 04:45:25
271|Kisumu|52|2006-02-15 04:45:25
272|Kitwe|109|2006-02-15 04:45:25
273|Klerksdorp|85|2006-02-15 04:45:25
274|Kolpino|80|2006-02-15 04:45:25
275|Konotop|100|2006-02-15 04:45:25
276|Koriyama|50|2006-02-15 04:45:25
277|Korla|23|2006-02-15 04:45:25
278|Korolev|80|2006-02-15 04:45:25
279|Kowloon and New Kowloon|42|2006-02-15 04:45:25
280|Kragujevac|108|2006-02-15 04:45:25
281|Ktahya|97|2006-02-15 04:45:25
282|Kuching|59|2006-02-15 04:45:25
283|Kumbakonam|44|2006-02-15 04:45:25
284|Kurashiki|50|2006-02-15 04:45:25
285|Kurgan|80|2006-02-15 04:45:25
286|Kursk|80|2006-02-15 04:45:25
287|Kuwana|50|2006-02-15 04:45:25
288|La Paz|60|2006-02-15 04:45:25
289|La Plata|6|2006-02-15 04:45:25
290|La Romana|27|2006-02-15 04:45:25
291|Laiwu|23|2006-02-15 04:45:25
292|Lancaster|103|2006-02-15 04:45:25
293|Laohekou|23|2006-02-15 04:45:25
294|Lapu-Lapu|75|2006-02-15 04:45:25
295|Laredo|103|2006-02-15 04:45:25
296|Lausanne|91|2006-02-15 04:45:25
297|Le Mans|34|2006-02-15 04:45:25
298|Lengshuijiang|23|2006-02-15 04:45:25
299|Leshan|23|2006-02-15 04:45:25
300|Lethbridge|20|2006-02-15 04:45:25
301|Lhokseumawe|45|2006-02-15 04:45:25
302|Liaocheng|23|2006-02-15 04:45:25
303|Liepaja|54|2006-02-15 04:45:25
304|Lilongwe|58|2006-02-15 04:45:25
305|Lima|74|2006-02-15 04:45:25
306|Lincoln|103|2006-02-15 04:45:25
307|Linz|9|2006-02-15 04:45:25
308|Lipetsk|80|2006-02-15 04:45:25
309|Livorno|49|2006-02-15 04:45:25
310|Ljubertsy|80|2006-02-15 04:45:25
311|Loja|28|2006-02-15 04:45:25
312|London|102|2006-02-15 04:45:25
313|London|20|2006-02-15 04:45:25
314|Lublin|76|2006-02-15 04:45:25
315|Lubumbashi|25|2006-02-15 04:45:25
316|Lungtan|92|2006-02-15 04:45:25
317|Luzinia|15|2006-02-15 04:45:25
318|Madiun|45|2006-02-15 04:45:25
319|Mahajanga|57|2006-02-15 04:45:25
320|Maikop|80|2006-02-15 04:45:25
321|Malm|90|2006-02-15 04:45:25
322|Manchester|103|2006-02-15 04:45:25
323|Mandaluyong|75|2006-02-15 04:45:25
324|Mandi Bahauddin|72|2006-02-15 04:45:25
325|Mannheim|38|2006-02-15 04:45:25
326|Maracabo|104|2006-02-15 04:45:25
327|Mardan|72|2006-02-15 04:45:25
328|Maring|15|2006-02-15 04:45:25
329|Masqat|71|2006-02-15 04:45:25
330|Matamoros|60|2006-02-15 04:45:25
331|Matsue|50|2006-02-15 04:45:25
332|Meixian|23|2006-02-15 04:45:25
333|Memphis|103|2006-02-15 04:45:25
334|Merlo|6|2006-02-15 04:45:25
335|Mexicali|60|2006-02-15 04:45:25
336|Miraj|44|2006-02-15 04:45:25
337|Mit Ghamr|29|2006-02-15 04:45:25
338|Miyakonojo|50|2006-02-15 04:45:25
339|Mogiljov|13|2006-02-15 04:45:25
340|Molodetno|13|2006-02-15 04:45:25
341|Monclova|60|2006-02-15 04:45:25
342|Monywa|64|2006-02-15 04:45:25
343|Moscow|80|2006-02-15 04:45:25
344|Mosul|47|2006-02-15 04:45:25
345|Mukateve|100|2006-02-15 04:45:25
346|Munger (Monghyr)|44|2006-02-15 04:45:25
347|Mwanza|93|2006-02-15 04:45:25
348|Mwene-Ditu|25|2006-02-15 04:45:25
349|Myingyan|64|2006-02-15 04:45:25
350|Mysore|44|2006-02-15 04:45:25
351|Naala-Porto|63|2006-02-15 04:45:25
352|Nabereznyje Telny|80|2006-02-15 04:45:25
353|Nador|62|2006-02-15 04:45:25
354|Nagaon|44|2006-02-15 04:45:25
355|Nagareyama|50|2006-02-15 04:45:25
356|Najafabad|46|2006-02-15 04:45:25
357|Naju|86|2006-02-15 04:45:25
358|Nakhon Sawan|94|2006-02-15 04:45:25
359|Nam Dinh|105|2006-02-15 04:45:25
360|Namibe|4|2006-02-15 04:45:25
361|Nantou|92|2006-02-15 04:45:25
362|Nanyang|23|2006-02-15 04:45:25
363|NDjamna|21|2006-02-15 04:45:25
364|Newcastle|85|2006-02-15 04:45:25
365|Nezahualcyotl|60|2006-02-15 04:45:25
366|Nha Trang|105|2006-02-15 04:45:25
367|Niznekamsk|80|2006-02-15 04:45:25
368|Novi Sad|108|2006-02-15 04:45:25
369|Novoterkassk|80|2006-02-15 04:45:25
370|Nukualofa|95|2006-02-15 04:45:25
371|Nuuk|40|2006-02-15 04:45:25
372|Nyeri|52|2006-02-15 04:45:25
373|Ocumare del Tuy|104|2006-02-15 04:45:25
374|Ogbomosho|69|2006-02-15 04:45:25
375|Okara|72|2006-02-15 04:45:25
376|Okayama|50|2006-02-15 04:45:25
377|Okinawa|50|2006-02-15 04:45:25
378|Olomouc|26|2006-02-15 04:45:25
379|Omdurman|89|2006-02-15 04:45:25
380|Omiya|50|2006-02-15 04:45:25
381|Ondo|69|2006-02-15 04:45:25
382|Onomichi|50|2006-02-15 04:45:25
383|Oshawa|20|2006-02-15 04:45:25
384|Osmaniye|97|2006-02-15 04:45:25
385|ostka|100|2006-02-15 04:45:25
386|Otsu|50|2006-02-15 04:45:25
387|Oulu|33|2006-02-15 04:45:25
388|Ourense (Orense)|87|2006-02-15 04:45:25
389|Owo|69|2006-02-15 04:45:25
390|Oyo|69|2006-02-15 04:45:25
391|Ozamis|75|2006-02-15 04:45:25
392|Paarl|85|2006-02-15 04:45:25
393|Pachuca de Soto|60|2006-02-15 04:45:25
394|Pak Kret|94|2006-02-15 04:45:25
395|Palghat (Palakkad)|44|2006-02-15 04:45:25
396|Pangkal Pinang|45|2006-02-15 04:45:25
397|Papeete|36|2006-02-15 04:45:25
398|Parbhani|44|2006-02-15 04:45:25
399|Pathankot|44|2006-02-15 04:45:25
400|Patiala|44|2006-02-15 04:45:25
401|Patras|39|2006-02-15 04:45:25
402|Pavlodar|51|2006-02-15 04:45:25
403|Pemalang|45|2006-02-15 04:45:25
404|Peoria|103|2006-02-15 04:45:25
405|Pereira|24|2006-02-15 04:45:25
406|Phnom Penh|18|2006-02-15 04:45:25
407|Pingxiang|23|2006-02-15 04:45:25
408|Pjatigorsk|80|2006-02-15 04:45:25
409|Plock|76|2006-02-15 04:45:25
410|Po|15|2006-02-15 04:45:25
411|Ponce|77|2006-02-15 04:45:25
412|Pontianak|45|2006-02-15 04:45:25
413|Poos de Caldas|15|2006-02-15 04:45:25
414|Portoviejo|28|2006-02-15 04:45:25
415|Probolinggo|45|2006-02-15 04:45:25
416|Pudukkottai|44|2006-02-15 04:45:25
417|Pune|44|2006-02-15 04:45:25
418|Purnea (Purnia)|44|2006-02-15 04:45:25
419|Purwakarta|45|2006-02-15 04:45:25
420|Pyongyang|70|2006-02-15 04:45:25
421|Qalyub|29|2006-02-15 04:45:25
422|Qinhuangdao|23|2006-02-15 04:45:25
423|Qomsheh|46|2006-02-15 04:45:25
424|Quilmes|6|2006-02-15 04:45:25
425|Rae Bareli|44|2006-02-15 04:45:25
426|Rajkot|44|2006-02-15 04:45:25
427|Rampur|44|2006-02-15 04:45:25
428|Rancagua|22|2006-02-15 04:45:25
429|Ranchi|44|2006-02-15 04:45:25
430|Richmond Hill|20|2006-02-15 04:45:25
431|Rio Claro|15|2006-02-15 04:45:25
432|Rizhao|23|2006-02-15 04:45:25
433|Roanoke|103|2006-02-15 04:45:25
434|Robamba|28|2006-02-15 04:45:25
435|Rockford|103|2006-02-15 04:45:25
436|Ruse|17|2006-02-15 04:45:25
437|Rustenburg|85|2006-02-15 04:45:25
438|s-Hertogenbosch|67|2006-02-15 04:45:25
439|Saarbrcken|38|2006-02-15 04:45:25
440|Sagamihara|50|2006-02-15 04:45:25
441|Saint Louis|103|2006-02-15 04:45:25
442|Saint-Denis|79|2006-02-15 04:45:25
443|Sal|62|2006-02-15 04:45:25
444|Salala|71|2006-02-15 04:45:25
445|Salamanca|60|2006-02-15 04:45:25
446|Salinas|103|2006-02-15 04:45:25
447|Salzburg|9|2006-02-15 04:45:25
448|Sambhal|44|2006-02-15 04:45:25
449|San Bernardino|103|2006-02-15 04:45:25
450|San Felipe de Puerto Plata|27|2006-02-15 04:45:25
451|San Felipe del Progreso|60|2006-02-15 04:45:25
452|San Juan Bautista Tuxtepec|60|2006-02-15 04:45:25
453|San Lorenzo|73|2006-02-15 04:45:25
454|San Miguel de Tucumn|6|2006-02-15 04:45:25
455|Sanaa|107|2006-02-15 04:45:25
456|Santa Brbara dOeste|15|2006-02-15 04:45:25
457|Santa F|6|2006-02-15 04:45:25
458|Santa Rosa|75|2006-02-15 04:45:25
459|Santiago de Compostela|87|2006-02-15 04:45:25
460|Santiago de los Caballeros|27|2006-02-15 04:45:25
461|Santo Andr|15|2006-02-15 04:45:25
462|Sanya|23|2006-02-15 04:45:25
463|Sasebo|50|2006-02-15 04:45:25
464|Satna|44|2006-02-15 04:45:25
465|Sawhaj|29|2006-02-15 04:45:25
466|Serpuhov|80|2006-02-15 04:45:25
467|Shahr-e Kord|46|2006-02-15 04:45:25
468|Shanwei|23|2006-02-15 04:45:25
469|Shaoguan|23|2006-02-15 04:45:25
470|Sharja|101|2006-02-15 04:45:25
471|Shenzhen|23|2006-02-15 04:45:25
472|Shikarpur|72|2006-02-15 04:45:25
473|Shimoga|44|2006-02-15 04:45:25
474|Shimonoseki|50|2006-02-15 04:45:25
475|Shivapuri|44|2006-02-15 04:45:25
476|Shubra al-Khayma|29|2006-02-15 04:45:25
477|Siegen|38|2006-02-15 04:45:25
478|Siliguri (Shiliguri)|44|2006-02-15 04:45:25
479|Simferopol|100|2006-02-15 04:45:25
480|Sincelejo|24|2006-02-15 04:45:25
481|Sirjan|46|2006-02-15 04:45:25
482|Sivas|97|2006-02-15 04:45:25
483|Skikda|2|2006-02-15 04:45:25
484|Smolensk|80|2006-02-15 04:45:25
485|So Bernardo do Campo|15|2006-02-15 04:45:25
486|So Leopoldo|15|2006-02-15 04:45:25
487|Sogamoso|24|2006-02-15 04:45:25
488|Sokoto|69|2006-02-15 04:45:25
489|Songkhla|94|2006-02-15 04:45:25
490|Sorocaba|15|2006-02-15 04:45:25
491|Soshanguve|85|2006-02-15 04:45:25
492|Sousse|96|2006-02-15 04:45:25
493|South Hill|5|2006-02-15 04:45:25
494|Southampton|102|2006-02-15 04:45:25
495|Southend-on-Sea|102|2006-02-15 04:45:25
496|Southport|102|2006-02-15 04:45:25
497|Springs|85|2006-02-15 04:45:25
498|Stara Zagora|17|2006-02-15 04:45:25
499|Sterling Heights|103|2006-02-15 04:45:25
500|Stockport|102|2006-02-15 04:45:25
501|Sucre|14|2006-02-15 04:45:25
502|Suihua|23|2006-02-15 04:45:25
503|Sullana|74|2006-02-15 04:45:25
504|Sultanbeyli|97|2006-02-15 04:45:25
505|Sumqayit|10|2006-02-15 04:45:25
506|Sumy|100|2006-02-15 04:45:25
507|Sungai Petani|59|2006-02-15 04:45:25
508|Sunnyvale|103|2006-02-15 04:45:25
509|Surakarta|45|2006-02-15 04:45:25
510|Syktyvkar|80|2006-02-15 04:45:25
511|Syrakusa|49|2006-02-15 04:45:25
512|Szkesfehrvr|43|2006-02-15 04:45:25
513|Tabora|93|2006-02-15 04:45:25
514|Tabriz|46|2006-02-15 04:45:25
515|Tabuk|82|2006-02-15 04:45:25
516|Tafuna|3|2006-02-15 04:45:25
517|Taguig|75|2006-02-15 04:45:25
518|Taizz|107|2006-02-15 04:45:25
519|Talavera|75|2006-02-15 04:45:25
520|Tallahassee|103|2006-02-15 04:45:25
521|Tama|50|2006-02-15 04:45:25
522|Tambaram|44|2006-02-15 04:45:25
523|Tanauan|75|2006-02-15 04:45:25
524|Tandil|6|2006-02-15 04:45:25
525|Tangail|12|2006-02-15 04:45:25
526|Tanshui|92|2006-02-15 04:45:25
527|Tanza|75|2006-02-15 04:45:25
528|Tarlac|75|2006-02-15 04:45:25
529|Tarsus|97|2006-02-15 04:45:25
530|Tartu|30|2006-02-15 04:45:25
531|Teboksary|80|2006-02-15 04:45:25
532|Tegal|45|2006-02-15 04:45:25
533|Tel Aviv-Jaffa|48|2006-02-15 04:45:25
534|Tete|63|2006-02-15 04:45:25
535|Tianjin|23|2006-02-15 04:45:25
536|Tiefa|23|2006-02-15 04:45:25
537|Tieli|23|2006-02-15 04:45:25
538|Tokat|97|2006-02-15 04:45:25
539|Tonghae|86|2006-02-15 04:45:25
540|Tongliao|23|2006-02-15 04:45:25
541|Torren|60|2006-02-15 04:45:25
542|Touliu|92|2006-02-15 04:45:25
543|Toulon|34|2006-02-15 04:45:25
544|Toulouse|34|2006-02-15 04:45:25
545|Trshavn|32|2006-02-15 04:45:25
546|Tsaotun|92|2006-02-15 04:45:25
547|Tsuyama|50|2006-02-15 04:45:25
548|Tuguegarao|75|2006-02-15 04:45:25
549|Tychy|76|2006-02-15 04:45:25
550|Udaipur|44|2006-02-15 04:45:25
551|Udine|49|2006-02-15 04:45:25
552|Ueda|50|2006-02-15 04:45:25
553|Uijongbu|86|2006-02-15 04:45:25
554|Uluberia|44|2006-02-15 04:45:25
555|Urawa|50|2006-02-15 04:45:25
556|Uruapan|60|2006-02-15 04:45:25
557|Usak|97|2006-02-15 04:45:25
558|Usolje-Sibirskoje|80|2006-02-15 04:45:25
559|Uttarpara-Kotrung|44|2006-02-15 04:45:25
560|Vaduz|55|2006-02-15 04:45:25
561|Valencia|104|2006-02-15 04:45:25
562|Valle de la Pascua|104|2006-02-15 04:45:25
563|Valle de Santiago|60|2006-02-15 04:45:25
564|Valparai|44|2006-02-15 04:45:25
565|Vancouver|20|2006-02-15 04:45:25
566|Varanasi (Benares)|44|2006-02-15 04:45:25
567|Vicente Lpez|6|2006-02-15 04:45:25
568|Vijayawada|44|2006-02-15 04:45:25
569|Vila Velha|15|2006-02-15 04:45:25
570|Vilnius|56|2006-02-15 04:45:25
571|Vinh|105|2006-02-15 04:45:25
572|Vitria de Santo Anto|15|2006-02-15 04:45:25
573|Warren|103|2006-02-15 04:45:25
574|Weifang|23|2006-02-15 04:45:25
575|Witten|38|2006-02-15 04:45:25
576|Woodridge|8|2006-02-15 04:45:25
577|Wroclaw|76|2006-02-15 04:45:25
578|Xiangfan|23|2006-02-15 04:45:25
579|Xiangtan|23|2006-02-15 04:45:25
580|Xintai|23|2006-02-15 04:45:25
581|Xinxiang|23|2006-02-15 04:45:25
582|Yamuna Nagar|44|2006-02-15 04:45:25
583|Yangor|65|2006-02-15 04:45:25
584|Yantai|23|2006-02-15 04:45:25
585|Yaound|19|2006-02-15 04:45:25
586|Yerevan|7|2006-02-15 04:45:25
587|Yinchuan|23|2006-02-15 04:45:25
588|Yingkou|23|2006-02-15 04:45:25
589|York|102|2006-02-15 04:45:25
590|Yuncheng|23|2006-02-15 04:45:25
591|Yuzhou|23|2006-02-15 04:45:25
592|Zalantun|23|2006-02-15 04:45:25
593|Zanzibar|93|2006-02-15 04:45:25
594|Zaoyang|23|2006-02-15 04:45:25
