c_last_name|c_first_name|c_salutation|c_preferred_cust_flag|ss_ticket_number|cnt
Chun|Sue|Miss|Y|1612985|15
Clark|Cheryle|Mrs.|Y|778334|16
Clark|Douglas|Sir|Y|1944298|15
Clark|Jared|Dr.|Y|445285|15
Clark|Jessica|Mrs.|Y|10283|15
Clark|Kenneth|Mr.|Y|895556|15
Clayton|Edward|Sir|N|1374378|16
Clayton|Michael|Mr.|N|69714|16
Clayton|Willie|Dr.|N|1163111|15
Clayton|Yvonne|Ms.|N|761953|15
Cleveland|Douglas|Mr.|N|2200503|15
Cline|Robert|Dr.|Y|1436139|15
Cochran|Donald|Dr.|N|753694|16
Cochran|Reginald|Mr.|Y|1468455|15
Cody|William|Mr.|Y|866301|16
Cohen|Evelyn|Mrs.|N|1562074|15
Coker|John|Mr.|N|2730|15
Colbert|Mark|Sir|Y|446418|15
Cole|Forrest|Sir|N|988913|15
Cole|Jack|NULL|NULL|580528|15
Cole|June|Miss|N|206225|16
Cole|Martine|Miss|Y|1114007|15
Cole|Rocky|Mr.|Y|1222537|16
Coleman|Teresa|Ms.|N|421856|16
Coley|Louis|Dr.|N|915098|15
Collins|Alison|Mrs.|Y|1481452|15
Conley|Elida|Dr.|Y|539531|15
Connelly|Sara|Mrs.|N|407865|15
Connolly|Sally|Dr.|Y|155492|15
Connor|Pamela|Dr.|Y|595481|15
Connors|Nichol|Mrs.|Y|2312509|15
Conyers|Tony|Sir|N|2117319|15
Cook|Alan|Sir|Y|298400|15
Cook|Andrew|Ms.|N|1158963|15
Cook|Kent|Sir|N|226220|16
Cooper|Lisa|Ms.|Y|1543173|16
Copeland|Larry|Dr.|Y|1476035|16
Corbin|Lawrence|Dr.|N|776514|15
Corbin|Seth|Sir|Y|1031758|16
Cornish|John|Mr.|Y|937207|15
Cortez|Helen|Mrs.|Y|656688|16
Costa|Alvin|Dr.|N|1122676|16
Council|Hilma|Dr.|Y|1552366|15
Courtney|Jessica|Miss|Y|941507|15
Covington|Amanda|Dr.|Y|1912268|15
Cowan|Grace|Miss|Y|1310113|15
Cox|Nancy|Miss|N|502502|15
Cox|Thomas|Mr.|Y|1593002|16
Crabtree|Eileen|Dr.|N|599083|15
Crabtree|Sarah|Dr.|Y|571458|15
Craig|David|Mr.|N|1171174|15
Crawford|Debra|Mrs.|N|1691501|15
Crayton|Katie|Miss|Y|1693114|15
Crespo|Walter|Mr.|Y|1373168|15
Crook|Jon|Mr.|NULL|2357117|15
Crooks|Henry|Mr.|N|2114405|15
Crooks|Lucien|Mr.|Y|383054|15
Crooks|Ralph|Sir|Y|2136972|15
Crouch|Roberto|Dr.|Y|160826|15
Crow|Kimberly|Dr.|N|599905|15
Crowley|David|Dr.|Y|1413068|15
Crum|Zachary|Mr.|Y|2119573|15
Crump|Michelle|Dr.|N|1692470|15
Cruz|Dan|Sir|Y|2259571|15
Cruz|Darryl|Sir|Y|100437|15
Cunningham|Gregory|Dr.|N|1711792|15
Currier|Ester|Dr.|Y|1592991|15
Cutler|Michael|Sir|N|179491|15
Dailey|James|Dr.|N|1283625|16
Damron|Belinda|Ms.|N|1505776|15
Daniel|Rosalind|Mrs.|Y|2061633|16
Daniels|Christopher|Dr.|N|1253552|16
Daniels|Judy|Miss|Y|2241120|15
Darnell|Samuel|Mr.|Y|940480|15
Davenport|Michele|Ms.|Y|1088775|15
Davenport|Sarah|Mrs.|Y|1215719|15
Davidson|Palmer|Sir|N|1289608|16
Davis|Cassandra|Ms.|N|1617597|16
Davis|Denise|Miss|N|1564886|15
Davis|Dewey|Sir|Y|544890|15
Davis|Eugene|Dr.|Y|1921888|15
Davis|John|Mr.|N|446884|15
Davis|John|Sir|Y|6580|15
Davis|Micheal|Mr.|N|697139|16
Davis|Miguel|Sir|N|426176|16
Davis|Scott|Mr.|Y|531155|15
Dawson|Crystal|Mrs.|Y|1588648|16
Dawson|Rodney|Dr.|N|813063|15
Day|Michael|Dr.|N|1089846|16
Day|Santos|Dr.|Y|1693780|16
Deal|Ronnie|Sir|Y|1447290|15
Dean|Kristen|Ms.|N|494002|15
Dean|Susanne|Dr.|N|1197095|15
Dean|Wanda|Miss|N|1962764|15
Delacruz|Brenton|Mr.|Y|96016|15
Delagarza|Michael|Dr.|Y|502493|15
Delong|Cheryl|Mrs.|N|1471515|16
Delong|Marybelle|Mrs.|N|258205|15
Dennis|Jose|Sir|N|664770|15
Denton|Michael|Dr.|N|2241828|16
Derr|Marie|Mrs.|N|1129450|15
Dew|Twyla|Miss|Y|1615266|15
Diaz|Ronald|Dr.|N|310366|15
Dickson|Nathan|Sir|N|1962787|15
Dixon|Carla|Ms.|N|1882002|15
Dodson|Nannette|Dr.|Y|1947873|15
Doherty|Robert|Dr.|Y|1035494|15
Dominquez|Edwardo|Mr.|N|1784293|15
Donaldson|NULL|NULL|N|705068|15
Donovan|Jeffery|Sir|Y|467797|16
Dooley|Glenna|Dr.|N|1151331|15
Doucette|Christina|Ms.|N|1078352|15
Doughty|Alexis|Dr.|N|1080890|15
Douglas|Reina|Mrs.|N|269096|15
Douglas|Susan|Ms.|Y|1977403|15
Downs|Matthew|Dr.|N|2106927|15
Downs|Steven|Mr.|Y|27477|16
Draper|Vivian|Dr.|Y|1778334|15
Drummond|Marcus|Dr.|N|1654823|15
Dubois|Terri|Mrs.|Y|1048801|15
Dudley|Laurie|Ms.|Y|16544|15
Duffy|Walter|Dr.|N|1516950|15
Duggan|Stephen|Sir|N|1987656|15
Duncan|Marie|Dr.|Y|1788630|16
Dupre|Sandra|Dr.|N|1770941|15
Duran|Beverly|Dr.|N|708762|15
Duran|Renate|Miss|Y|769127|15
Durbin|Blanche|Ms.|N|1906476|15
Durham|William|Mr.|Y|2296277|16
Dutton|Lorenzo|Sir|N|1629859|16
Dutton|Thomas|Dr.|Y|1702142|15
East|Deborah|Miss|Y|87178|16
East|Kate|Miss|N|954538|16
Eckert|Sean|Sir|Y|1088821|16
Edwards|Ethel|Ms.|N|2335250|16
Edwards|Sylvia|Mrs.|Y|841772|15
Elliott|Carlos|Mr.|N|923098|15
Elliott|Faye|Miss|Y|1806875|15
Elliott|Michael|Dr.|Y|1230545|16
Ellis|Cynthia|Dr.|N|357539|15
Ellsworth|Betty|Ms.|N|341193|15
Ennis|Jo|Dr.|Y|1527948|15
Erdmann|Eva|Mrs.|Y|1531238|15
Erickson|Charles|Dr.|Y|465549|16
Erickson|Michael|Sir|N|296835|15
Ervin|Jeanette|Ms.|Y|432499|15
Escalante|Frank|Dr.|N|2386680|15
Escamilla|Andre|Mrs.|N|74571|15
Esquivel|John|Sir|Y|1949542|16
Estrada|Kyle|Mr.|N|1981088|15
Evans|Gary|Mr.|Y|1885550|15
Evans|James|Mr.|Y|242176|15
Evans|Justin|Sir|Y|1617539|16
Evans|Leeanna|Mrs.|N|1430235|15
Evans|Linda|Mrs.|Y|2214346|16
Evans|Olivia|Miss|N|873656|15
Fabian|Dennis|Dr.|N|1110482|15
Farr|Catherine|Dr.|N|1232914|15
Farr|Lianne|Miss|N|1320512|16
Farris|James|Dr.|N|79536|15
Farris|John|Sir|Y|2100054|15
Farrow|Mae|Dr.|N|1638096|15
Feeney|Amparo|Mrs.|N|637941|15
Felts|Louis|Sir|N|2003978|16
Ferguson|Kathryn|Mrs.|N|1404711|15
Ferguson|Kimberly|Dr.|N|259335|15
Ferguson|Oscar|Sir|N|1283151|16
Ferrell|Florence|Dr.|Y|1027988|16
Ferrell|Roy|Mr.|N|139997|15
Ferrell|Sherry|Miss|Y|2103620|15
Ferry|Jill|Miss|Y|2118440|15
Fields|Agnes|Ms.|N|699077|15
Fields|Bernice|Miss|N|2341143|16
Fife|Cory|Mr.|Y|2036806|15
Fife|Terry|Dr.|N|81012|15
Figueroa|Katherine|Dr.|Y|2243107|16
Figueroa|Laura|Miss|N|88556|15
Fink|Brett|Sir|Y|1107137|15
Finn|Louis|NULL|Y|10522|15
Fisher|Eleanore|Mrs.|Y|1190425|15
Fisher|Jane|Mrs.|N|677174|16
Fisher|Thomas|Dr.|N|2217803|15
Fitch|Vincent|Sir|N|1607957|15
Fitzpatrick|Evan|Sir|Y|715029|15
Fleck|Jennifer|Dr.|N|1099004|16
Fleming|Tyree|Mr.|N|1354831|16
Flemming|Josephine|Ms.|N|2396444|15
Fletcher|James|Mr.|Y|2003754|16
Fletcher|Warren|Mr.|Y|2165027|15
Flowers|Rusty|Mr.|Y|1209519|15
Floyd|Dawn|Ms.|Y|1946061|15
Floyd|Lillian|Dr.|Y|84374|16
Fogarty|Hedwig|Mrs.|Y|17471|15
Ford|Erik|Sir|Y|47930|15
Forney|Christopher|Sir|N|175230|15
Forrester|James|Sir|Y|1926334|15
Fortney|Darlene|Miss|N|2095796|15
Foster|Cameron|Sir|N|338323|16
Foster|Richard|Mr.|N|1688001|15
Foster|Robert|Dr.|N|2150614|15
Foster|Tristan|Dr.|N|2216866|15
Franklin|Pamela|Ms.|Y|789418|15
Frazier|Kara|Dr.|N|268596|15
Frick|Richard|Dr.|Y|1681264|15
Friedman|Daryl|Dr.|N|1468391|16
Fritz|Jasper|Sir|Y|1319158|15
Fuentes|Edna|Dr.|N|216299|15
Fuentes|Lloyd|Dr.|Y|562474|15
Fuentes|Tommy|Mr.|N|1802444|15
Funk|Sherie|Dr.|Y|1507023|15
Funk|Todd|Sir|N|2304946|16
Galbraith|James|Mr.|N|1453127|15
Gallagher|Matthew|Sir|Y|2137794|15
Galloway|Francis|Mr.|Y|1603628|15
Gamez|Stephanie|Ms.|N|1648182|15
Garcia|Eugene|Dr.|Y|2141534|16
Garcia|Jason|Mr.|N|451829|16
Garcia|Jennifer|Dr.|N|1088415|15
Garcia|Jennifer|Mrs.|Y|354077|15
Garcia|Jordan|Mr.|N|1032016|15
Garcia|Peter|Dr.|N|1479829|15
Garcia|Peter|Dr.|N|1569092|15
Garcia|Roger|Dr.|Y|366118|15
Garcia|Rosa|Ms.|N|1199892|15
Gardner|Michael|Mr.|Y|1403548|15
Garner|Patrick|Mr.|Y|609028|15
Garrison|Tamara|Miss|N|1679467|15
Garza|Stanley|Dr.|Y|1090413|15
Garza|Violeta|Mrs.|Y|2022164|15
Gatlin|Tiffany|Mrs.|Y|589735|15
Gay|Debra|Ms.|N|90504|15
Gay|Janice|Ms.|N|1274433|15
Gay|Manuel|Mr.|N|1134826|16
Gibbs|Jeff|Sir|N|2150505|16
Gibbs|Peter|Mr.|Y|137243|15
Gibson|Harold|Dr.|N|36774|16
Gibson|Roy|Dr.|Y|1789046|15
Gibson|Virginia|Ms.|Y|1098520|15
Gilbert|Marlin|Mr.|Y|511543|15
Gill|Evan|Mr.|Y|1291294|15
Gillespie|Tammy|Ms.|N|1751622|16
Gilmore|Daniel|Dr.|N|1257196|15
Gist|Anna|Dr.|Y|568562|15
Glover|Ann|Ms.|N|2186998|16
Goad|William|Dr.|N|1437423|15
Goetz|George|Dr.|N|2299551|15
Goff|William|Dr.|Y|726984|16
Gomez|Brandon|Sir|Y|160457|15
Gomez|Jason|Sir|N|1700767|15
Gonzales|Domenic|Mr.|N|2343891|15
Gonzales|Matthew|Sir|N|457237|16
Gonzalez|Annie|Ms.|Y|925909|15
Gonzalez|Gregory|Mr.|Y|937864|16
Gonzalez|James|Mr.|N|2101404|15
Gooden|Rose|Dr.|N|316147|15
Goodman|Christopher|Mr.|N|502095|15
Goodman|Phillip|Mr.|N|1749922|16
Goodrich|Dianne|Miss|N|935207|15
Gordon|Abby|Mrs.|N|1549405|16
Gordon|Ronald|Mr.|Y|1686318|15
Gordon|Sean|Dr.|Y|1024070|16
Graf|Dawn|Miss|N|22568|15
Gragg|Clark|Mr.|Y|2169918|15
Graham|Gabriela|Dr.|Y|2293318|16
Grant|Gerald|Sir|N|894130|15
Grant|Michael|Dr.|Y|828022|15
Grantham|Nannie|Dr.|N|128283|16
Grantham|William|Sir|Y|804598|16
Gray|Kerry|Sir|N|648339|16
Greco|Phyllis|Dr.|N|1671228|15
Green|Cynthia|Mrs.|Y|141374|15
Green|Kathy|Ms.|Y|2105994|15
Green|Lucy|Ms.|Y|905975|15
Green|Paul|Dr.|Y|2196833|15
Green|Ruth|Mrs.|N|71937|16
Green|William|Mr.|Y|573990|16
Green|Yvone|Dr.|Y|722364|16
Greene|Elizabeth|Ms.|N|1339537|15
Griffin|Alicia|Mrs.|Y|2071205|15
Grimes|Alyssa|Miss|N|1476853|15
Grove|Angela|Ms.|N|1633758|16
Guest|Harvey|Mr.|Y|299723|15
Guzman|Eugene|Mr.|N|211987|16
Hacker|Michael|Mr.|Y|352928|15
Hadden|Kimberly|Miss|N|2199073|15
Hagan|Guillermo|Mr.|N|47529|15
Hale|Ronald|Mr.|N|1971154|15
Hall|Cynthia|Miss|N|759080|15
Hall|Debra|Mrs.|Y|88890|15
Hall|John|Mr.|N|726601|15
Hall|Myrtle|Miss|Y|2009908|16
Hall|Wanda|Dr.|N|2359608|15
Hallman|Cherie|Miss|Y|1293878|15
Hamby|Elisabeth|Ms.|Y|38659|16
Hamilton|Cory|Mr.|Y|1354234|16
Hamilton|Kenneth|Sir|Y|671688|16
Hammer|Joshua|Dr.|Y|1509750|16
Hammond|Clifford|Sir|Y|2001822|15
Hammond|Glenn|Dr.|N|1496733|15
Hampton|Linda|Ms.|Y|1597263|15
Hampton|Timothy|Mr.|Y|2116458|15
Hansen|John|Sir|N|1888414|15
Hansen|Vicki|Miss|N|427830|15
Hanson|Arthur|Mrs.|Y|1143923|15
Hanson|Mario|Dr.|Y|963666|16
Hargrove|Arthur|Ms.|N|931642|15
Harmon|Harold|Dr.|N|131031|15
Harmon|Heather|Dr.|N|1080703|15
Haro|Rick|Sir|N|1419987|16
Harrington|Cesar|Sir|N|1506573|15
Harris|Audrey|Dr.|Y|1047446|15
Harris|Beverly|Miss|Y|1315187|16
Harris|Moses|Dr.|Y|315842|15
Harris|Rosemary|Miss|Y|2328253|15
Harris|Walter|Dr.|Y|2053256|15
Harrison|Eric|Sir|N|614155|15
Harrison|John|Mr.|Y|1458297|15
Harrison|Teri|Mrs.|Y|1861520|15
Hart|Shawna|Dr.|Y|1852013|16
Hart|Willie|Sir|Y|1323655|15
Hartman|Sandra|Miss|N|638971|15
Harwell|Joseph|Mr.|Y|1027626|16
Hastings|Stephen|Mr.|N|880025|15
Hatfield|Jeffrey|Dr.|Y|341118|15
Havens|William|Dr.|Y|1335746|16
Hawk|Leonard|Sir|Y|547016|15
Hawkins|Art|Mr.|Y|545632|15
Hawkins|Richard|Mr.|Y|570550|15
Hawkins|Terrence|Sir|Y|2280348|15
Hayes|Nannette|Miss|N|616407|15
Hayes|Richard|Dr.|N|1305146|16
